"final_date","total_sales"
"2022-03-31 00:00:00.000","101683.84999999998"
"2022-04-01 00:00:00.000","865478.5999999997"
"2022-04-02 00:00:00.000","913101.5299999998"
"2022-04-03 00:00:00.000","1011763.38"
"2022-04-04 00:00:00.000","882059.1699999998"
"2022-04-05 00:00:00.000","950544.0499999998"
"2022-04-06 00:00:00.000","886985.2599999999"
"2022-04-07 00:00:00.000","909899.3500000001"
"2022-04-08 00:00:00.000","1018617.6099999995"
"2022-04-09 00:00:00.000","972076.4799999999"
